site_name,address,city,state,programs,has_ot,has_pt,has_pa,latitude,longitude,geo_key
IncreMedical Management Inc.,"8259 Wicker Ave, St. John, IN",St. John,IN,PT,False,True,False,41.4683863,-87.4694207,"8259 WICKER AVE, ST. JOHN, IN"
Indian Health Service,"12 Tribal Hill Dr, Window Rock, AZ",Window Rock,AZ,PT,False,True,False,35.680776,-109.0522339,"12 TRIBAL HILL DR, WINDOW ROCK, AZ"
Infirmary Health: J.L. Bedsole / Rotary Rehabilitation Hospital,"5 Mobile Infirmary Circle, Mobile, AL",Mobile,AL,PT,False,True,False,30.6963461,-88.0797707,"5 MOBILE INFIRMARY CIRCLE, MOBILE, AL"
Innovative PT Solutions,"316 Sherman Street, Watertown, NY",Watertown,NY,PT,False,True,False,43.9718832,-75.9156624,"316 SHERMAN STREET, WATERTOWN, NY"
InsightMoves Physical Therapy,"22a Oak Street, Plattsburgh, NY",Plattsburgh,NY,PT,False,True,False,44.69723399999999,-73.4550909,"22A OAK STREET, PLATTSBURGH, NY"
Integrated Rehabilitation Servicse,"586 East Middle Turnpike =, Manchester, CT",Manchester,CT,PT,False,True,False,41.7849303,-72.49575279999999,"586 EAST MIDDLE TURNPIKE =, MANCHESTER, CT"
Interdisciplinary Center for Child Development,"35-55 223rd Street, Bayside, NY",Bayside,NY,OT,True,False,False,40.7693901,-73.7616963,"35-55 223RD STREET, BAYSIDE, NY"
Interface Rehabilitation,"744 S. Placentia Ave., Suite 200, Plancentia, CA",Plancentia,CA,OT,True,False,False,33.8626767,-117.881773,"744 S. PLACENTIA AVE., SUITE 200, PLANCENTIA, CA"
Interim Healthcare of Northern Kentucky,"3005 Dixie Highway, Edgewood, KY",Edgewood,KY,OT,True,False,False,39.0223756,-84.5850165,"3005 DIXIE HIGHWAY, EDGEWOOD, KY"
Irondale Post Acute,"7150 Poplar St, Commerce City, CO",Commerce City,CO,OT,True,False,False,39.8258358,-104.9047955,"7150 POPLAR ST, COMMERCE CITY, CO"
Island Sports Physical Therapy of Coram,"607 Middle Country Road, Coram, NY",Coram,NY,PT,False,True,False,40.8697255,-73.0194554,"607 MIDDLE COUNTRY ROAD, CORAM, NY"
Ivy Rehab - Generation Care,"945 E Sherman Blvd, Muskegon, MI",Muskegon,MI,OT,True,False,False,43.2043687,-86.2211779,"945 E SHERMAN BLVD, MUSKEGON, MI"
IVY Rehab - Philadelphia,"8015 Frankford Ave, Philadelphia, PA",Philadelphia,PA,OT,True,False,False,40.0415014,-75.0272191,"8015 FRANKFORD AVE, PHILADELPHIA, PA"
ivy rehab network,"1311 Mamaroneck Avenue, Suite 140, White Plains, NY",White Plains,NY,PT,False,True,False,40.9869317,-73.7425219,"1311 MAMARONECK AVENUE, SUITE 140, WHITE PLAINS, NY"
Jaco Rehab,"1401 South Beretania Street Suite 550, Honolulu, HI",Honolulu,HI,PT,False,True,False,21.2995193,-157.8394204,"1401 SOUTH BERETANIA STREET SUITE 550, HONOLULU, HI"
JAG One PT,"981 US 22, 2nd Floor, Bridgewater, NJ",Bridgewater,NJ,PT,False,True,False,40.5829184,-74.6075475,"981 US 22, 2ND FLOOR, BRIDGEWATER, NJ"
Jag-One,"900 Route 9N, Suite 410, Woodbridge, NJ",Woodbridge,NJ,"PT, OT",True,True,False,40.5630218,-74.3004456,"900 ROUTE 9N, SUITE 410, WOODBRIDGE, NJ"
Jaguar Therapeutics,"3305 Rice Street, Coconut Grove, FL",Coconut Grove,FL,PT,False,True,False,25.7297574,-80.24032749999999,"3305 RICE STREET, COCONUT GROVE, FL"
Jameson Hospital/HealthSystem,"1211 Wilmington Road, New Castle, PA",New Castle,PA,PT,False,True,False,41.0132379,-80.35272739999999,"1211 WILMINGTON ROAD, NEW CASTLE, PA"
Jefferson Rehabilitation Center,"420 Gaffney Drive, Watertown, NY",Watertown,NY,PT,False,True,False,43.9851369,-75.93984019999999,"420 GAFFNEY DRIVE, WATERTOWN, NY"
Jesse Brown VA Medical Center,"820 S. Damen St, Chicago, IL",Chicago,IL,PT,False,True,False,41.870805,-87.6772215,"820 S. DAMEN ST, CHICAGO, IL"
"John Marino, MD","3200 West St., Canandaigua, NY",Canandaigua,NY,PA,False,False,True,42.87451679999999,-77.292535,"3200 WEST ST., CANANDAIGUA, NY"
Jones Memorial Hospital,"191 North Main St., P O Box 72, Wellsville, NY",Wellsville,NY,PT,False,True,False,42.1228041,-77.9510561,"191 NORTH MAIN ST., P O BOX 72, WELLSVILLE, NY"
Journey Physical Therapy PLLC,"5402 Dayan St, G-01, Lowville, NY",Lowville,NY,PT,False,True,False,43.78623289999999,-75.4930926,"5402 DAYAN ST, G-01, LOWVILLE, NY"
Journey's Developmental Disability Agency,"120 N 12th Ave, Pocatello, ID",Pocatello,ID,"OT, PA, PT",True,True,True,42.8715431,-112.4365693,"120 N 12TH AVE, POCATELLO, ID"
Kaleida Health,"1540 Maple Road, Williamsville, NY",Williamsville,NY,PA,False,False,True,42.9940357,-78.7298953,"1540 MAPLE ROAD, WILLIAMSVILLE, NY"
Kassimir Physical Therapy,"1777 Reisterstown Road, Suite 130, Pikesville, MD",Pikesville,MD,PT,False,True,False,39.386331,-76.734433,"1777 REISTERSTOWN ROAD, SUITE 130, PIKESVILLE, MD"
Kauai Therapy and Wellness,"3-1866 Kaumualii Hwy, Lihue, HI",Lihue,HI,OT,True,False,False,21.9663647,-159.3964488,"3-1866 KAUMUALII HWY, LIHUE, HI"
Keneks Therapy,"800 E Ohio Ave, Escondido, CA",Escondido,CA,OT,True,False,False,33.1267559,-117.0716315,"800 E OHIO AVE, ESCONDIDO, CA"
Kessler Rehab Center - NJ,"1199 PLEASANT VALLEY WAY, WEST ORANGE, NJ",WEST ORANGE,NJ,OT,True,False,False,40.7853963,-74.27776279999999,"1199 PLEASANT VALLEY WAY, WEST ORANGE, NJ"
Kessler Rehabilitation,"368 Lakehurst Road, Toms River, NJ",Toms River,NJ,PT,False,True,False,39.95865,-74.2125674,"368 LAKEHURST ROAD, TOMS RIVER, NJ"
Kids First Therapy,"121 Fiddlers Run Blvd, Morganton, NC",Morganton,NC,"OT, PT",True,True,False,35.7167296,-81.6701222,"121 FIDDLERS RUN BLVD, MORGANTON, NC"
Kids Place Pediatric Therapy (Kids Place East-Gilbert),"746 W Guadalupe Rd, Gilbert, AZ",Gilbert,AZ,PT,False,True,False,33.3653612,-111.8059965,"746 W GUADALUPE RD, GILBERT, AZ"
Kids Rehab Gym,"373 Blair Park Road, Suite 204, Williston, VT",Williston,VT,OT,True,False,False,44.45473399999999,-73.1120064,"373 BLAIR PARK ROAD, SUITE 204, WILLISTON, VT"
Kids' RehabGYM,"905 Roosevelt Hwy, Suite 115, Colchester, VT",Colchester,VT,OT,True,False,False,44.5152831,-73.1803074,"905 ROOSEVELT HWY, SUITE 115, COLCHESTER, VT"
Kindred Healthcare,"680 South Fourth Street, Louisville, KY",Louisville,KY,PT,False,True,False,38.2470285,-85.75969529999999,"680 SOUTH FOURTH STREET, LOUISVILLE, KY"
Kinetic PT,"171 Lake Street, Ramsey, NJ",Ramsey,NJ,PT,False,True,False,41.06083659999999,-74.1246831,"171 LAKE STREET, RAMSEY, NJ"
Kings County Hospital - NYC Health + Hospital,"451 Clarkson Avenue, Brooklyn, NY",Brooklyn,NY,OT,True,False,False,40.6568816,-73.94470749999999,"451 CLARKSON AVENUE, BROOKLYN, NY"
Kingston Healthcare,"One SeaGate, Suite 1960, Toledo, OH",Toledo,OH,PT,False,True,False,41.65320759999999,-83.53046549999999,"ONE SEAGATE, SUITE 1960, TOLEDO, OH"
Kingston Healthcare of Ashland,"20 Amberwood, Ashland, OH",Ashland,OH,PT,False,True,False,40.8619379,-82.2780399,"20 AMBERWOOD, ASHLAND, OH"
Knight and Associates,"null, P.O. Box 547, Potsdam, NY",Potsdam,NY,PT,False,True,False,44.6697805,-74.9813084,"NULL, P.O. BOX 547, POTSDAM, NY"
Kohala Hospital-Hawaii Health Systems Corporation,"54-383 Hospital Rd., Kapaau, HI",Kapaau,HI,PT,False,True,False,20.2323129,-155.7968015,"54-383 HOSPITAL RD., KAPAAU, HI"
Kutest Kids,"3502 Scotts Lane, Philadelphia, PA",Philadelphia,PA,OT,True,False,False,40.0079831,-75.1833745,"3502 SCOTTS LANE, PHILADELPHIA, PA"
LA Downtown Medical Center,"1711 West Temple Street, Los Angeles, CA",Los Angeles,CA,OT,True,False,False,34.0695317,-118.2634888,"1711 WEST TEMPLE STREET, LOS ANGELES, CA"
Landmann-Jungman Memorial Hospital Avera,"600 Billars St, Scotland, SD",Scotland,SD,PT,False,True,False,43.1490825,-97.72909399999999,"600 BILLARS ST, SCOTLAND, SD"
Langone Orthopedic Hospital,"301 East 17th Street – 5th floor, New York, NY",New York,NY,PT,False,True,False,40.7343532,-73.9829855,"301 EAST 17TH STREET – 5TH FLOOR, NEW YORK, NY"
Leaps and Bounds - Missouri,"324 Jungermann Road, St Peter, MO",St Peter,MO,OT,True,False,False,38.7862954,-90.5783718,"324 JUNGERMANN ROAD, ST PETER, MO"
Leaps and Bounds Pediatric Therapy,"4211 Valley View Ave, Norco, CA",Norco,CA,OT,True,False,False,33.9431676,-117.5485919,"4211 VALLEY VIEW AVE, NORCO, CA"
Legacy Health,"1919 NW Lovejoy Street, Portland, OR",Portland,OR,OT,True,False,False,45.53036609999999,-122.6911411,"1919 NW LOVEJOY STREET, PORTLAND, OR"
Legacy Mount Hood Medical Center,"24800 SE Stark St, Gresham, OR",Gresham,OR,OT,True,False,False,45.5161477,-122.4074214,"24800 SE STARK ST, GRESHAM, OR"
Lewis County General Hospital,"7785 North State Street, Lowville, NY",Lowville,NY,"PA, PT, OT",True,True,True,43.7957528,-75.4993095,"7785 NORTH STATE STREET, LOWVILLE, NY"
Liberty Post,"87 Mead Street, North Tonawanda, NY",North Tonawanda,NY,OT,True,False,False,43.0367068,-78.8600203,"87 MEAD STREET, NORTH TONAWANDA, NY"
Liberty Post,"175 Winton Rd., N. Rochester, NY",N. Rochester,NY,OT,True,False,False,43.1478685,-77.55463259999999,"175 WINTON RD., N. ROCHESTER, NY"
Liberty Post,"2001 NYS Route 17M, Goshen, NY",Goshen,NY,OT,True,False,False,41.392398,-74.3231414,"2001 NYS ROUTE 17M, GOSHEN, NY"
Liberty Post,"120 County Rd, Ste 101, Tenafly, NJ",Tenafly,NJ,OT,True,False,False,40.92825670000001,-73.96147069999999,"120 COUNTY RD, STE 101, TENAFLY, NJ"
Liberty Post,"1 Brandywine Drive, Deer Park, NY",Deer Park,NY,OT,True,False,False,40.7611704,-73.3093809,"1 BRANDYWINE DRIVE, DEER PARK, NY"
Liberty POST,"1882 Winton Rd So, Suite 8, Rochester, NY",Rochester,NY,PT,False,True,False,43.1086137,-77.5721957,"1882 WINTON RD SO, SUITE 8, ROCHESTER, NY"
Liberty Post,"6723 Towpath road, E Syracuse, NY",E Syracuse,NY,OT,True,False,False,43.051089,-76.0561659,"6723 TOWPATH ROAD, E SYRACUSE, NY"
Life Care Centers of America,"3001 Keith Street, Cleveland, TN",Cleveland,TN,OT,True,False,False,35.1894719,-84.8707881,"3001 KEITH STREET, CLEVELAND, TN"
LimbTech,"TBD, TBD, NC",TBD,NC,OT,True,False,False,35.7595731,-79.01929969999999,"TBD, TBD, NC"
Little Champs Therapy & Yoga,"301 Camino Gardens Blvd. Suite 104, Boca Raton, FL",Boca Raton,FL,"PT, OT",True,True,False,26.3412971,-80.0918815,"301 CAMINO GARDENS BLVD. SUITE 104, BOCA RATON, FL"
Liverpool Physical Therapy,"718 Old Liverpool Road, Liverpool, NY",Liverpool,NY,PT,False,True,False,43.0967077,-76.1964859,"718 OLD LIVERPOOL ROAD, LIVERPOOL, NY"
Long Pond Physical Therapy,"110 Long Pond Rd, Suite 111, Plymouth, MA",Plymouth,MA,PT,False,True,False,41.9253434,-70.6559001,"110 LONG POND RD, SUITE 111, PLYMOUTH, MA"
Long Trail Physical Therapy,"789 Pine St, Burlington, VT",Burlington,VT,PT,False,True,False,44.4574838,-73.21502269999999,"789 PINE ST, BURLINGTON, VT"
Longview Physical and SPorts Therapy,"625 9th Ave, Suite 220, Longview, WA",Longview,WA,PT,False,True,False,46.1240094,-122.9349225,"625 9TH AVE, SUITE 220, LONGVIEW, WA"
Los  Angeles Unified School District,"333 South Beaudry Ave, Los Angeles, CA",Los Angeles,CA,OT,True,False,False,34.0568979,-118.2575046,"333 SOUTH BEAUDRY AVE, LOS ANGELES, CA"
Lumiere Children's Therapy,"1500 N Clybourn Ave, #C105, Chicago, IL",Chicago,IL,OT,True,False,False,41.9082897,-87.64664189999999,"1500 N CLYBOURN AVE, #C105, CHICAGO, IL"
Lutheran Medical Center,"150 55th St. Station 3-06, Brooklyn, NY",Brooklyn,NY,"PT, OT",True,True,False,40.6315563,-73.9955399,"150 55TH ST. STATION 3-06, BROOKLYN, NY"
Maccio Physical Therapy,"1 New Hampshire Ave, Troy, NY",Troy,NY,PT,False,True,False,42.7402398,-73.6737898,"1 NEW HAMPSHIRE AVE, TROY, NY"
Malone Central School,"99 Elm St, Malone, NY",Malone,NY,"PA, PT, OT",True,True,True,44.8520755,-74.28681209999999,"99 ELM ST, MALONE, NY"
Maple City,"100 Loder Street, Ste 1-5, Hornell, NY",Hornell,NY,PT,False,True,False,42.3225175,-77.6593972,"100 LODER STREET, STE 1-5, HORNELL, NY"
Marathon Physical Therapy,"250 East Main St., Norton, MA",Norton,MA,PT,False,True,False,41.9862471,-71.1585575,"250 EAST MAIN ST., NORTON, MA"
Marcy's Ortho Oasis (Test Site),"8 Muskoskeletal Drive, Potsdam, NY",Potsdam,NY,PT,False,True,False,44.6697805,-74.9813084,"8 MUSKOSKELETAL DRIVE, POTSDAM, NY"
Mary Cariola Children's Center,"1000 Elmwood Avenue, Rochester, NY",Rochester,NY,PT,False,True,False,43.1258415,-77.6113673,"1000 ELMWOOD AVENUE, ROCHESTER, NY"
Mary Washington Medical Center,"1001 Sam Perry Blvd, Fredericksburg, VA",Fredericksburg,VA,OT,True,False,False,38.3098885,-77.4845161,"1001 SAM PERRY BLVD, FREDERICKSBURG, VA"
Massena Central School,"84 Nightengale Ave., Massena, NY",Massena,NY,OT,True,False,False,44.9223992,-74.8988222,"84 NIGHTENGALE AVE., MASSENA, NY"
Massena IRA,"30 Riverside Parkway, Massena, NY",Massena,NY,OT,True,False,False,44.9309372,-74.905664,"30 RIVERSIDE PARKWAY, MASSENA, NY"
Massena Memorial Hospital,"1 Hospital Dr, Massena, NY",Massena,NY,PT,False,True,False,44.9364802,-74.9089863,"1 HOSPITAL DR, MASSENA, NY"
Massena Rehabilitation and Nursing Center,"89 Grove Street, Massena, NY",Massena,NY,OT,True,False,False,44.9239737,-74.884554,"89 GROVE STREET, MASSENA, NY"
Mayo Clinic,"200 1st St SW, Rochester, MI",Rochester,MI,PA,False,False,True,42.6768626,-83.1359768,"200 1ST ST SW, ROCHESTER, MI"
Mayo Clinic - Arizona,"5777 E. Mayo Blvd, Phoenix, AZ",Phoenix,AZ,PA,False,False,True,33.6594645,-111.9564149,"5777 E. MAYO BLVD, PHOENIX, AZ"
"McCarton Foundation for Developmental Disabilities, Inc.","1909 Longfellow Ave, Bronx, NY",Bronx,NY,OT,True,False,False,40.8392396,-73.882223,"1909 LONGFELLOW AVE, BRONX, NY"
Meadowbrook Healthcare Rehabilitation,"154 Prospect Ave, Plattsburgh, NY",Plattsburgh,NY,PT,False,True,False,44.7036738,-73.4728925,"154 PROSPECT AVE, PLATTSBURGH, NY"
Medstar,"102 Irving St NW, Washington, DC",Washington,DC,OT,True,False,False,38.9302502,-77.01259399999999,"102 IRVING ST NW, WASHINGTON, DC"
Medstar Georgetown University Hospital,"3800 Reservoir Rd. NW, Grand Bles. Room CG-12, Washington, DC",Washington,DC,"PT, OT, PA",True,True,True,38.9112814,-77.07364059999999,"3800 RESERVOIR RD. NW, GRAND BLES. ROOM CG-12, WASHINGTON, DC"
Memorial Hermann Health System,"929 Gessner Dr, Houston, TX",Houston,TX,OT,True,False,False,29.7825553,-95.54555839999999,"929 GESSNER DR, HOUSTON, TX"
Memorial Sloan Kettering,"1275 York Ave., New York, NY",New York,NY,PA,False,False,True,40.7642009,-73.9560777,"1275 YORK AVE., NEW YORK, NY"
Mercy (MO),"15740 South Outer Forty Rd, Chesterfield, MO",Chesterfield,MO,PA,False,False,True,38.6504413,-90.558989,"15740 SOUTH OUTER FORTY RD, CHESTERFIELD, MO"
Mercy Medical Center,"345 St. Paul Place, Baltimore, MD",Baltimore,MD,PT,False,True,False,39.2928368,-76.6132459,"345 ST. PAUL PLACE, BALTIMORE, MD"
Mercy Therapy Services,"331 Hospital Drive, Suite D, Lebanon, MO",Lebanon,MO,PT,False,True,False,37.6814664,-92.6338158,"331 HOSPITAL DRIVE, SUITE D, LEBANON, MO"
Metro Occupational and Physical Therapy,"800 E. Gate Blvd., Garden City, NY",Garden City,NY,OT,True,False,False,40.7419445,-73.6072545,"800 E. GATE BLVD., GARDEN CITY, NY"
Metro Physical & Aquatic Therapy,"800 East Gate Blvd., Garden City, NY",Garden City,NY,PT,False,True,False,40.7419445,-73.6072545,"800 EAST GATE BLVD., GARDEN CITY, NY"
MFA - Life Works Rehabilitation,"2917 Penn Forest Blvd, Roanoke, VA",Roanoke,VA,OT,True,False,False,37.2233314,-79.99214839999999,"2917 PENN FOREST BLVD, ROANOKE, VA"
Milemarkers,"1515 N Lake Havasu Ave, Lake Havasu City, AZ",Lake Havasu City,AZ,OT,True,False,False,34.5180202,-114.3478162,"1515 N LAKE HAVASU AVE, LAKE HAVASU CITY, AZ"
Mind and Body Balance LLC,"213 West Main Street, Suite 204, Malone, NY",Malone,NY,PA,False,False,True,44.8487351,-74.3082861,"213 WEST MAIN STREET, SUITE 204, MALONE, NY"
Mini Milestones Physical Therapy PC,"6221 NY 31 #103 B, Cicero, NY",Cicero,NY,PT,False,True,False,43.1774197,-76.0900826,"6221 NY 31 #103 B, CICERO, NY"
Minnesota Masonic Home,"11501 Masonic Home Drive, Bloomington, MN",Bloomington,MN,PT,False,True,False,44.7958395,-93.34730379999999,"11501 MASONIC HOME DRIVE, BLOOMINGTON, MN"
mock,"123 main, potsdam, NE",potsdam,NE,PA,False,False,True,44.6666584,-74.97191409999999,"123 MAIN, POTSDAM, NE"
Mock Parent Group,"1525 N Alvarado St, Los Angeles, CA",Los Angeles,CA,PT,False,True,False,34.0829621,-118.2606566,"1525 N ALVARADO ST, LOS ANGELES, CA"
Mock Parent Group,"1615 Wilcox Ave, Los Angeles, CA",Los Angeles,CA,OT,True,False,False,34.1001781,-118.3314924,"1615 WILCOX AVE, LOS ANGELES, CA"
Mock Site,"123 Main st., South Easton, MA",South Easton,MA,PA,False,False,True,42.0656639,-71.1015494,"123 MAIN ST., SOUTH EASTON, MA"
"Mohammad S. Hussain, MD","317 Broadway , Ste B, Amityville, NY",Amityville,NY,PA,False,False,True,40.6842948,-73.42326969999999,"317 BROADWAY , STE B, AMITYVILLE, NY"
Mohawk Valley Health System,"1656 Champlin Avenue, Utica, NY",Utica,NY,PT,False,True,False,43.0963617,-75.27780109999999,"1656 CHAMPLIN AVENUE, UTICA, NY"
Monroe #1 BOCES,"41 O'Connor Road, Fairport, NY",Fairport,NY,OT,True,False,False,43.1056911,-77.4599369,"41 O'CONNOR ROAD, FAIRPORT, NY"
Monroe Township School,"1073 New Brooklyn Rd, Williamstown, NJ",Williamstown,NJ,OT,True,False,False,39.6904579,-74.96559770000002,"1073 NEW BROOKLYN RD, WILLIAMSTOWN, NJ"
Montefiore,"111 East 210th Street, New York, NY",New York,NY,PT,False,True,False,40.8803814,-73.8799291,"111 EAST 210TH STREET, NEW YORK, NY"
Montefiore Medical Center,"3331 Steuben Ave., 3rd Floor, Bronx, NY",Bronx,NY,OT,True,False,False,40.8791524,-73.88136759999999,"3331 STEUBEN AVE., 3RD FLOOR, BRONX, NY"
Montefiore Nyack,"150 N Midland Ave, Nyack, NY",Nyack,NY,PA,False,False,True,41.0959507,-73.9260923,"150 N MIDLAND AVE, NYACK, NY"
Moore County Public School District,"5277 US-15, Carthage, NC",Carthage,NC,PT,False,True,False,35.306026,-79.4158803,"5277 US-15, CARTHAGE, NC"
Moriarty Physical Therapy,"301 Manchester Rd, Ste 101, Poughkeepsie, NY",Poughkeepsie,NY,PT,False,True,False,41.6863094,-73.8720392,"301 MANCHESTER RD, STE 101, POUGHKEEPSIE, NY"
Motion PT Group,"350 South Main Street, New City, NY",New City,NY,PT,False,True,False,41.1351269,-73.99067459999999,"350 SOUTH MAIN STREET, NEW CITY, NY"
"MOTION PT Management, Inc.","160 E 56th Street, New York City, NY",New York City,NY,OT,True,False,False,40.7596846,-73.9686591,"160 E 56TH STREET, NEW YORK CITY, NY"
Mount Sinai Rehabilitation Hospital,"490 Blue Hills Ave., Hartford, CT",Hartford,CT,PT,False,True,False,41.7996642,-72.6936441,"490 BLUE HILLS AVE., HARTFORD, CT"
Mount Washington Pediatric,"1708 W Rogers Avenue, Baltimore, MD",Baltimore,MD,PT,False,True,False,39.362837,-76.6531835,"1708 W ROGERS AVENUE, BALTIMORE, MD"
Mountain Orthotics and Prosthetics,"7 Old Military Road, Lake Placid, NY",Lake Placid,NY,"PT, PA, OT",True,True,True,44.26028669999999,-73.96760499999999,"7 OLD MILITARY ROAD, LAKE PLACID, NY"
Mountain View Pediatrics,"18 Feathers Drive, Plattsburgh, NY",Plattsburgh,NY,PA,False,False,True,44.7071078,-73.50518550000001,"18 FEATHERS DRIVE, PLATTSBURGH, NY"
Movement for Life,"1414 Park Street, Paso Robles, CA",Paso Robles,CA,PT,False,True,False,35.6292579,-120.6900386,"1414 PARK STREET, PASO ROBLES, CA"
My OB/GYN,"18503 Pines Blvd, Ste 211, Pembroke Pines, FL",Pembroke Pines,FL,PA,False,False,True,26.0102519,-80.3960207,"18503 PINES BLVD, STE 211, PEMBROKE PINES, FL"
Nassau BOCES,"71 Clinton Rd, Garden City, NJ",Garden City,NJ,OT,True,False,False,40.7287214,-73.6183899,"71 CLINTON RD, GARDEN CITY, NJ"
Nathan Littauer Hospital,"99 East State Street, Gloversville, NY",Gloversville,NY,PT,False,True,False,43.07150470000001,-74.33173459999999,"99 EAST STATE STREET, GLOVERSVILLE, NY"
National Center For Equine Facilitated Therapy,"880 Runnymede Rd, Woodeside, CA",Woodeside,CA,PT,False,True,False,37.4470681,-122.2777307,"880 RUNNYMEDE RD, WOODESIDE, CA"
Navajo Area Indian Health Service,"Highway 264—St. Michaels, P. O. Box 9020;, Window Rock, AZ",Window Rock,AZ,PT,False,True,False,35.6550907,-109.1057289,"HIGHWAY 264—ST. MICHAELS, P. O. BOX 9020;, WINDOW ROCK, AZ"
Navy Medical Center San Diego,"34800 Bob wilson Drive, San Diego, CA",San Diego,CA,OT,True,False,False,32.7247135,-117.1463085,"34800 BOB WILSON DRIVE, SAN DIEGO, CA"
"Neurotherapeutic Pediatric Therapies, Inc","610 High St., Oregon City, OR",Oregon City,OR,OT,True,False,False,45.3566576,-122.60711,"610 HIGH ST., OREGON CITY, OR"
New Concept Medical Care,"9675 Brewerton Rd, Brewerton, NY",Brewerton,NY,PA,False,False,True,43.2385297,-76.1410989,"9675 BREWERTON RD, BREWERTON, NY"
New Eastwood - Reliant Rehab,"2125 Fairview Avenue, Easton, PA",Easton,PA,OT,True,False,False,40.6877673,-75.2440563,"2125 FAIRVIEW AVENUE, EASTON, PA"
New England Rehabilitation Hospital,"2 Rehabilitation Way, Woburn, MA",Woburn,MA,PT,False,True,False,42.4634912,-71.1618922,"2 REHABILITATION WAY, WOBURN, MA"
New England Rehabilitation Hospital of Portland,"335 Brighton Avenue, Portland, ME",Portland,ME,"PT, OT",True,True,False,43.6662215,-70.2921029,"335 BRIGHTON AVENUE, PORTLAND, ME"
New Hartford Psychiatric Services,"238 Oriskany Blvd, Whitesboro, NY",Whitesboro,NY,PA,False,False,True,43.1263119,-75.2980142,"238 ORISKANY BLVD, WHITESBORO, NY"
New York City Department of Education,"52 Chambers Street, New York, NY",New York,NY,OT,True,False,False,40.7134595,-74.0055467,"52 CHAMBERS STREET, NEW YORK, NY"
New York City Health and Hospitals Corp,"55 Water Street, New York, NY",New York,NY,OT,True,False,False,40.7033226,-74.0088962,"55 WATER STREET, NEW YORK, NY"
New York State Veteran's Home,"220 Richmond Avenue, Batavia, NY",Batavia,NY,PT,False,True,False,43.01039,-78.1978038,"220 RICHMOND AVENUE, BATAVIA, NY"
Nicholas Institute of Sports Medicine & Athletic Training,"Lenox Hospital - 130 E, 77th Street, New York, NY",New York,NY,PT,False,True,False,40.7736255,-73.9603411,"LENOX HOSPITAL - 130 E, 77TH STREET, NEW YORK, NY"
"NJA Therapy Services, Inc.","1655 E 6th St, #204, Corona, CA",Corona,CA,OT,True,False,False,33.874554,-117.5306735,"1655 E 6TH ST, #204, CORONA, CA"
North Bay Physical Therapy,"9000 Soquel Ave, #101A, Santa Cruz, CA",Santa Cruz,CA,PT,False,True,False,36.9819188,-121.9665705,"9000 SOQUEL AVE, #101A, SANTA CRUZ, CA"
North Boulder Physical Therapy,"3000 Center Green Drive, Suite 110, Boulder, CO",Boulder,CO,PT,False,True,False,40.0296124,-105.2462783,"3000 CENTER GREEN DRIVE, SUITE 110, BOULDER, CO"
North Canyon Medical Center,"267 N Canyon Dr, Gooding, ID",Gooding,ID,"OT, PA, PT",True,True,True,42.9208939,-114.7098137,"267 N CANYON DR, GOODING, ID"
"North Coast Occupational, Physical and Speech Therapy, PLLC","10 Hospital Drive, Massena, NY",Massena,NY,OT,True,False,False,44.9365444,-74.9076699,"10 HOSPITAL DRIVE, MASSENA, NY"
North Country Adult Medicine,"38 Hospital Drive, Massena, NY",Massena,NY,PA,False,False,True,44.9385086,-74.90918309999999,"38 HOSPITAL DRIVE, MASSENA, NY"
North Country Family Health Center,"238 Arsenal Street, Watertown, NY",Watertown,NY,PA,False,False,True,43.9764746,-75.91517019999999,"238 ARSENAL STREET, WATERTOWN, NY"
North Country Hospital,"186 Medical Village Drive, Newport, VT",Newport,VT,"PT, OT",True,True,False,44.9577145,-72.2010358,"186 MEDICAL VILLAGE DRIVE, NEWPORT, VT"
"North Country Hospital, Dept. of Rehabilitation","81 Medical Village Dr., Suite 3, Newport, VT",Newport,VT,PT,False,True,False,44.9558337,-72.20253,"81 MEDICAL VILLAGE DR., SUITE 3, NEWPORT, VT"
North Country Kids,"22 New York Rd, Plattsburgh, NY",Plattsburgh,NY,"PT, OT",True,True,False,44.6832177,-73.44647189999999,"22 NEW YORK RD, PLATTSBURGH, NY"
North Country Ortho Group Sports Medicine Center,"1571 Washington Street, Watertown, NY",Watertown,NY,PT,False,True,False,43.9506469,-75.91382449999999,"1571 WASHINGTON STREET, WATERTOWN, NY"
North Lake Physical Therapy-Portland Northeast,"332 NE San Rafael Street, Portland, OR",Portland,OR,PT,False,True,False,45.5368351,-122.6620283,"332 NE SAN RAFAEL STREET, PORTLAND, OR"
North Star Health Alliance,"1001 West Street, Carthage, NY",Carthage,NY,OT,True,False,False,43.9871884,-75.5941331,"1001 WEST STREET, CARTHAGE, NY"
Northeast PT Associates,"124 E Centre Street, Shenandoah, PA",Shenandoah,PA,PT,False,True,False,40.8206074,-76.1989765,"124 E CENTRE STREET, SHENANDOAH, PA"
Northeastern Vermont Regional Hospital,"1315 Hospital Drive, PO Box 905, St Johnsbury, VT",St Johnsbury,VT,PT,False,True,False,44.4457643,-72.00969789999999,"1315 HOSPITAL DRIVE, PO BOX 905, ST JOHNSBURY, VT"
Northern Duchess,"6511 Springbrook Ave, Rhineback, NY",Rhineback,NY,PT,False,True,False,41.9355377,-73.91315639999999,"6511 SPRINGBROOK AVE, RHINEBACK, NY"
